id,title_en,title_de,language,faculty,cp,level,level_band,kind,primary_cluster,secondary_clusters,topic_tags,competencies,module_code,source,source_url,description_en,notes
etit-emc-measurement-technology-seminar,EMC Measurement Technology Seminar,Seminar EMV-Messtechnik,de,FEIT,3,Master,advanced,seminar,energy_sustain,methods_skills,emc measurement; experiments; metrology; emissions,Apply EMC measurement methods to analyze EMC problems; Conduct EMC investigations in time and frequency domains; Measure scattering and transfer impedance matrices experimentally; Evaluate experimental EMC results critically,,Modulhandbuch M.Sc. Elektro- und Informationstechnik (PDF),,A seminar applying electromagnetic compatibility measurement methods through experiments to analyze and evaluate EMC problems.,
etit-emc-analysis-of-electronic-systems,EMC-Analysis of Electronic Systems,EMV-Analyse elektronischer Systeme,de,FEIT,3,Master,advanced,course,sim_num,,emc; electromagnetic fields; signal integrity,Perform worst-case electromagnetic compatibility analyses of electronic systems; Select and quantitatively evaluate interference-suppression measures; Apply numerical electromagnetic field computation methods; Assess signal and power integrity in interconnect structures,,Modulhandbuch M.Sc. Elektro- und Informationstechnik (PDF),,"Course on analyzing electromagnetic compatibility of electronic systems using field theory, numerical methods and signal/power integrity.",
etit-fluidenergiemaschinen,,Fluidenergiemaschinen,de,FEIT,3,Master,core,course,energy_sustain,sim_num,turbomachinery; pumps; turbines; energy conversion,"Explain working principles and construction of turbomachines; Select and dimension pumps, turbines and compressors; Analyse operating behaviour and control for optimal energy conversion; Apply affinity laws and dimensionless characteristic numbers; Assess energy transfer in fluid-flow machines",,Modulhandbuch M.Sc. Systemtechnik und Technische Kybernetik (PDF),,"Fundamentals, design, operation and control of fluid-energy machines such as pumps, turbines and compressors for efficient energy conversion.",
etit-generator-systems-for-renewable-energy,Generator Systems for Renewable Energy,Generatorsysteme zur regenerativen Energieerzeugung,de,FEIT,3,Master,core,course,energy_sustain,,renewable energy; generators; electrical machines; mppt,Assess boundary conditions of renewable energy generation; Dimension electrical machines for generator operation; Design control for maximum power point tracking; Optimize energy yield in variable-speed generator systems,,Modulhandbuch M.Sc. Elektro- und Informationstechnik (PDF),,"Covers electrical machines and control of generator systems for renewable energy generation, including maximum power point tracking.",
etit-genetic-algorithms,Genetic Algorithms,Genetische Algorithmen,de,FEIT,3,Master,core,course,ml_ai,,genetic algorithms; evolutionary optimization; global optimization; metaheuristics,Apply genetic and evolutionary algorithms for global optimization; Select and implement suitable algorithm structures for a task; Design fitness functions and application-specific components; Validate optimization results in engineering and biomedical problems,,Modulhandbuch M.Sc. Elektro- und Informationstechnik (PDF),,Teaches the application and implementation of genetic and evolutionary algorithms for global optimization in engineering and biomedicine.,
etit-grundlagen-stochastischer-prozesse-in-biophysika,,Grundlagen stochastischer Prozesse in biophysikalischen,de,FEIT,3,Master,advanced,course,sim_num,,stochastic processes; master equation; gillespie algorithm; biophysics,Characterise properties of stochastic processes; Derive and approximate master equations via Fokker-Planck equations; Relate stochastic differential equations to Fokker-Planck descriptions; Simulate stochastic processes with the Gillespie algorithm; Model biophysical non-equilibrium systems stochastically,,Modulhandbuch M.Sc. Systemtechnik und Technische Kybernetik (PDF),,"Introduction to stochastic modelling of random processes in biophysical non-equilibrium systems, with analysis and numerical simulation.",
etit-heterogeneous-computing,Heterogeneous Computing,Heterogeneous Computing,de,FEIT,3,Master,advanced,course,software_sys,ml_ai,heterogeneous computing; gpu; fpga,"Explain architectures of GPU, FPGA and AI accelerators; Select suitable accelerators for given applications; Design and implement parallel programs for heterogeneous systems; Evaluate performance, energy and scalability of heterogeneous systems",,Modulhandbuch M.Sc. Elektro- und Informationstechnik (PDF),,"Teaches architecture, programming and integration of hardware accelerators like GPUs, FPGAs and AI accelerators into CPU-based systems.",
etit-high-frequency-components-and-systems,High-frequency Components and Systems,Hochfrequenzkomponenten und -systeme (bisher Hochfrequenztechnik II),de,FEIT,3,Master,advanced,course,sim_num,,high-frequency technology; waveguides; transmission lines; electromagnetics,Analyze high-frequency transmission line structures; Select and dimension waveguides for a given application; Solve Bessel differential equations for cylindrical structures; Apply tools to analyze complex line structures and discontinuities,,Modulhandbuch M.Sc. Wirtschaftsingenieurwesen EIT (PDF),,Covers analysis and dimensioning of high-frequency waveguide and transmission line structures using analytical electromagnetic methods.,
etit-human-machine-communication,Human-Machine-Communication,Mensch-Maschine-Kommunikation (ersetzt Automatisierungsgeräte),de,FEIT,3,Master,core,course,hci,ml_ai,natural language processing; dialogue systems; human-machine interaction; semantics,Design natural-language dialogue systems; Evaluate linguistic resources such as lexica and parsers; Handle ambiguity and productivity in natural language processing; Build emotion-aware human-machine communication systems,,Modulhandbuch M.Sc. Wirtschaftsingenieurwesen EIT (PDF),,Introduces natural-language processing and the design of dialogue and emotion-aware human-machine communication systems.,
etit-hybride-discrete-event-systems,,Hybride Discrete Event Systems,en,FEIT,3,Master,introductory,course,sim_num,software_sys,hybrid systems; discrete event systems; petri nets; control,"Model systems combining continuous, discrete and event-driven dynamics; Describe hybrid dynamical systems with automata and Petri nets; Analyze stability, reachability and accessibility of hybrid systems; Design control and observation methods for hybrid systems",,Modulhandbuch M.Sc. Systemtechnik und Technische Kybernetik (PDF),,"Introduction to modeling, analyzing and controlling hybrid dynamical systems that combine continuous, discrete and event-driven behavior.",
etit-image-coding,Image Coding,Image Coding,en,FEIT,3,Master,core,course,viz,software_sys,image coding; video compression; transform coding,Apply fundamental methods of image and video coding; Estimate the information content of images; Develop encoders for image and video compression; Evaluate coding methods for still and moving images,,Modulhandbuch M.Sc. Electrical Engineering and IT (EN) (PDF),,Teaches fundamental methods of image and video coding from information-theoretical to semantic techniques for compression and communication.,
etit-image-processing,Image Processing,Bildverarbeitung,de,FEIT,3,Master,core,course,viz,ml_ai,image processing; segmentation; computer vision; feature extraction,Apply point operations and filtering to digital images; Implement image segmentation and the Hough transform; Perform texture analysis and 3D measurement from images; Select and adapt algorithms for image recognition problems,,Modulhandbuch M.Sc. Wirtschaftsingenieurwesen EIT (PDF),,"Introduces digital image acquisition, representation, filtering, segmentation and analysis for information extraction from images.",
etit-informations-und-codierungstheorie,,Informations- und Codierungstheorie,de,FEIT,90,Master,core,course,software_sys,data_eng,information theory; coding theory; entropy; error-correcting codes,"Explain information content, entropy and redundancy; Apply source coding with Shannon-Fano and Huffman methods; Compute channel capacity and channel entropies; Design linear block and cyclic codes for channel coding; Apply syndrome decoding and error-correcting methods",,Modulhandbuch M.Sc. Systemtechnik und Technische Kybernetik (PDF),,"Foundations of information and coding theory covering entropy, channel capacity, source coding and error-correcting channel codes.",
